id,samp_date,spectrum,YC,YB,birthnest,rearnest,habitat_origin,habitat_rearing,cross_fostered,sex
BP17,12.6.13,COL_AM_POLLOS_0348,0.335317516,11.86655655,V14,V140,Forest,Forest,0,2
BP19,12.6.13,COL_AM_POLLOS_0349,0.427315211,11.52500778,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0350,0.409589386,12.17465705,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0351,0.35912088,12.53281225,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0352,0.371115622,13.08694895,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0353,0.380685912,12.92310978,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0354,0.348803542,12.84453242,P48,V140,Urban,Forest,1,1
BP20,12.6.13,COL_AM_POLLOS_0355,0.370569295,10.76728202,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0356,0.403270579,12.51396365,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0357,0.418510635,10.72705153,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0358,0.393204889,10.22974095,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0359,0.362036515,10.52844406,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0360,0.334722622,11.53351155,P48,V140,Urban,Forest,1,2
BP39,12.6.13,COL_AM_POLLOS_0361,0.488010849,11.00977829,V219,V219,Forest,Forest,0,2
BP39,12.6.13,COL_AM_POLLOS_0362,0.496380602,12.32713352,V219,V219,Forest,Forest,0,2
BP39,12.6.13,COL_AM_POLLOS_0363,0.434028056,12.30781286,V219,V219,Forest,Forest,0,2
BP39,12.6.13,COL_AM_POLLOS_0364,0.375246034,9.720299269,V219,V219,Forest,Forest,0,2
BP39,12.6.13,COL_AM_POLLOS_0365,0.401804208,11.42722053,V219,V219,Forest,Forest,0,2
BP39,12.6.13,COL_AM_POLLOS_0366,0.388057807,10.92435684,V219,V219,Forest,Forest,0,2
BP40,12.6.13,COL_AM_POLLOS_0367,0.430346019,10.00241933,P9,V219,Urban,Forest,1,2
BP40,12.6.13,COL_AM_POLLOS_0368,0.365761248,10.54025863,P9,V219,Urban,Forest,1,2
BP40,12.6.13,COL_AM_POLLOS_0369,0.369890071,9.168932501,P9,V219,Urban,Forest,1,2
BP40,12.6.13,COL_AM_POLLOS_0370,0.401299706,11.36060338,P9,V219,Urban,Forest,1,2
BP40,12.6.13,COL_AM_POLLOS_0371,0.447848921,11.86630051,P9,V219,Urban,Forest,1,2
BP40,12.6.13,COL_AM_POLLOS_0372,0.390618697,9.929815719,P9,V219,Urban,Forest,1,2
BP41,12.6.13,COL_AM_POLLOS_0373,0.416853414,11.80982993,V219,V219,Forest,Forest,0,1
BP41,12.6.13,COL_AM_POLLOS_0374,0.344437306,9.67517964,V219,V219,Forest,Forest,0,1
BP41,12.6.13,COL_AM_POLLOS_0375,0.350611021,11.2412802,V219,V219,Forest,Forest,0,1
BP41,12.6.13,COL_AM_POLLOS_0376,0.407618672,12.9201528,V219,V219,Forest,Forest,0,1
BP41,12.6.13,COL_AM_POLLOS_0377,0.300526184,12.7599551,V219,V219,Forest,Forest,0,1
BP41,12.6.13,COL_AM_POLLOS_0378,0.280438582,12.25045996,V219,V219,Forest,Forest,0,1
BP42,12.6.13,COL_AM_POLLOS_0379,0.390436222,13.05870035,P9,V219,Urban,Forest,1,1
BP42,12.6.13,COL_AM_POLLOS_0380,0.451838551,11.52710761,P9,V219,Urban,Forest,1,1
BP42,12.6.13,COL_AM_POLLOS_0381,0.372443143,12.85470281,P9,V219,Urban,Forest,1,1
BP42,12.6.13,COL_AM_POLLOS_0382,0.376820228,11.94058691,P9,V219,Urban,Forest,1,1
BP42,12.6.13,COL_AM_POLLOS_0383,0.32428581,12.09220853,P9,V219,Urban,Forest,1,1
BP42,12.6.13,COL_AM_POLLOS_0384,0.241818495,12.98221479,P9,V219,Urban,Forest,1,1
BP45,12.6.13,COL_AM_POLLOS_0385,0.342172509,11.2572061,V15,V15,Forest,Forest,0,1
BP45,12.6.13,COL_AM_POLLOS_0386,0.364678633,10.22099938,V15,V15,Forest,Forest,0,1
BP45,12.6.13,COL_AM_POLLOS_0387,0.350179203,11.80519365,V15,V15,Forest,Forest,0,1
BP45,12.6.13,COL_AM_POLLOS_0388,0.449065532,10.81130392,V15,V15,Forest,Forest,0,1
BP45,12.6.13,COL_AM_POLLOS_0389,0.427976389,11.89251124,V15,V15,Forest,Forest,0,1
BP45,12.6.13,COL_AM_POLLOS_0390,0.326917459,11.62265234,V15,V15,Forest,Forest,0,1
BP46,12.6.13,COL_AM_POLLOS_0391,0.252855199,11.75345939,P23,V15,Urban,Forest,1,1
BP46,12.6.13,COL_AM_POLLOS_0392,0.285201558,11.51548758,P23,V15,Urban,Forest,1,1
BP46,12.6.13,COL_AM_POLLOS_0393,0.209622317,12.53610314,P23,V15,Urban,Forest,1,1
BP46,12.6.13,COL_AM_POLLOS_0394,0.239444899,12.35110467,P23,V15,Urban,Forest,1,1
BP46,12.6.13,COL_AM_POLLOS_0395,0.314732045,12.37642651,P23,V15,Urban,Forest,1,1
BP46,12.6.13,COL_AM_POLLOS_0396,0.362360198,11.48395334,P23,V15,Urban,Forest,1,1
BP47,12.6.13,COL_AM_POLLOS_0397,0.317369463,9.919159235,V15,V15,Forest,Forest,0,2
BP47,12.6.13,COL_AM_POLLOS_0398,0.308781247,11.59517779,V15,V15,Forest,Forest,0,2
BP47,12.6.13,COL_AM_POLLOS_0399,0.426647636,8.668543916,V15,V15,Forest,Forest,0,2
BP47,12.6.13,COL_AM_POLLOS_0400,0.457743278,10.23553842,V15,V15,Forest,Forest,0,2
BP47,12.6.13,COL_AM_POLLOS_0401,0.445309353,9.928235913,V15,V15,Forest,Forest,0,2
BP47,12.6.13,COL_AM_POLLOS_0402,0.399967072,9.118326084,V15,V15,Forest,Forest,0,2
BP51,12.6.13,COL_AM_POLLOS_0403,0.283459375,9.347535781,P23,V15,Urban,Forest,1,1
BP51,12.6.13,COL_AM_POLLOS_0404,0.343800384,9.814315781,P23,V15,Urban,Forest,1,1
BP51,12.6.13,COL_AM_POLLOS_0405,0.397808647,9.05745298,P23,V15,Urban,Forest,1,1
BP51,12.6.13,COL_AM_POLLOS_0406,0.445143421,11.23329337,P23,V15,Urban,Forest,1,1
BP51,12.6.13,COL_AM_POLLOS_0407,0.365436111,11.40557429,P23,V15,Urban,Forest,1,1
BP51,12.6.13,COL_AM_POLLOS_0408,0.338502763,10.65692531,P23,V15,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0409,0.400393344,13.14042039,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0410,0.347731135,12.05305915,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0411,0.364549738,13.99182009,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0412,0.226284989,12.08074687,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0413,0.387675489,12.67238461,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0414,0.375315288,13.9393875,P67,V381,Urban,Forest,1,1
BP111,14.6.13,COL_AM_POLLOS_0415,0.447749916,9.318671978,P67,V381,Urban,Forest,1,2
BP111,14.6.13,COL_AM_POLLOS_0416,0.389728066,8.683912076,P67,V381,Urban,Forest,1,2
BP111,14.6.13,COL_AM_POLLOS_0417,0.380089758,9.014786604,P67,V381,Urban,Forest,1,2
BP111,14.6.13,COL_AM_POLLOS_0418,0.434266251,8.292914241,P67,V381,Urban,Forest,1,2
BP111,14.6.13,COL_AM_POLLOS_0419,0.405058021,10.80829843,P67,V381,Urban,Forest,1,2
BP111,14.6.13,COL_AM_POLLOS_0420,0.304174691,9.069497997,P67,V381,Urban,Forest,1,2
BP112,14.6.13,COL_AM_POLLOS_0421,0.42736188,10.20356996,V381,V381,Forest,Forest,0,2
BP112,14.6.13,COL_AM_POLLOS_0422,0.370095757,9.892385788,V381,V381,Forest,Forest,0,2
BP112,14.6.13,COL_AM_POLLOS_0423,0.374137625,11.48428631,V381,V381,Forest,Forest,0,2
BP112,14.6.13,COL_AM_POLLOS_0424,0.293231903,9.676826988,V381,V381,Forest,Forest,0,2
BP112,14.6.13,COL_AM_POLLOS_0425,0.303118715,11.02990523,V381,V381,Forest,Forest,0,2
BP112,14.6.13,COL_AM_POLLOS_0426,0.301674187,10.79464705,V381,V381,Forest,Forest,0,2
BP115,14.6.13,COL_AM_POLLOS_0427,0.409600851,7.619459927,V381,V381,Forest,Forest,0,1
BP115,14.6.13,COL_AM_POLLOS_0428,0.423772624,7.14314159,V381,V381,Forest,Forest,0,1
BP115,14.6.13,COL_AM_POLLOS_0429,0.433192909,8.018166868,V381,V381,Forest,Forest,0,1
BP115,14.6.13,COL_AM_POLLOS_0430,0.411409702,9.168302455,V381,V381,Forest,Forest,0,1
BP115,14.6.13,COL_AM_POLLOS_0431,0.437446045,8.399871389,V381,V381,Forest,Forest,0,1
BP115,14.6.13,COL_AM_POLLOS_0432,0.400837075,11.30583338,V381,V381,Forest,Forest,0,1
BC303,13.6.13,COL_AM_POLLOS_0433,0.383486239,10.56031275,V238,S8,Forest,Urban,1,2
BC303,13.6.13,COL_AM_POLLOS_0434,0.326987225,10.4217303,V238,S8,Forest,Urban,1,2
BC303,13.6.13,COL_AM_POLLOS_0435,0.368813162,10.40467074,V238,S8,Forest,Urban,1,2
BC303,13.6.13,COL_AM_POLLOS_0436,0.321277889,10.21872971,V238,S8,Forest,Urban,1,2
BC303,13.6.13,COL_AM_POLLOS_0437,0.272560776,9.085680415,V238,S8,Forest,Urban,1,2
BC303,13.6.13,COL_AM_POLLOS_0438,0.457675304,10.31051902,V238,S8,Forest,Urban,1,2
BC302,16.3.13,COL_AM_POLLOS_0439,0.27736502,8.25077311,S8,S8,Urban,Urban,0,1
BC302,16.3.13,COL_AM_POLLOS_0440,0.345747756,8.678676231,S8,S8,Urban,Urban,0,1
BC302,16.3.13,COL_AM_POLLOS_0441,0.344987455,8.031170978,S8,S8,Urban,Urban,0,1
BC302,16.3.13,COL_AM_POLLOS_0442,0.441217381,9.239078229,S8,S8,Urban,Urban,0,1
BC302,16.3.13,COL_AM_POLLOS_0443,0.585225211,8.716650864,S8,S8,Urban,Urban,0,1
BC302,16.3.13,COL_AM_POLLOS_0444,0.393084015,9.619441623,S8,S8,Urban,Urban,0,1
BC296,NO DATE,COL_AM_POLLOS_0445,0.49109571,7.240128719,V33,P148,Forest,Urban,1,1
BC296,NO DATE,COL_AM_POLLOS_0446,0.528197413,6.312783246,V33,P148,Forest,Urban,1,1
BC296,NO DATE,COL_AM_POLLOS_0447,0.482193413,6.618580796,V33,P148,Forest,Urban,1,1
BC296,NO DATE,COL_AM_POLLOS_0448,0.442842643,7.908842288,V33,P148,Forest,Urban,1,1
BC296,NO DATE,COL_AM_POLLOS_0449,0.419584438,6.405617414,V33,P148,Forest,Urban,1,1
BC296,NO DATE,COL_AM_POLLOS_0450,0.379010596,8.897128021,V33,P148,Forest,Urban,1,1
BC110,5.6.13,COL_AM_POLLOS_0451,0.467125149,8.371703114,P55,P55,Urban,Urban,0,2
BC110,5.6.13,COL_AM_POLLOS_0452,0.343769329,10.38334767,P55,P55,Urban,Urban,0,2
BC110,5.6.13,COL_AM_POLLOS_0453,0.448058787,9.13150683,P55,P55,Urban,Urban,0,2
BC110,5.6.13,COL_AM_POLLOS_0454,0.366630385,9.480238904,P55,P55,Urban,Urban,0,2
BC110,5.6.13,COL_AM_POLLOS_0455,0.314384119,9.566593971,P55,P55,Urban,Urban,0,2
BC110,5.6.13,COL_AM_POLLOS_0456,0.433998859,11.12017634,P55,P55,Urban,Urban,0,2
BC124,5.6.13,COL_AM_POLLOS_0457,0.49363913,7.461675055,V153,V153,Forest,Forest,0,2
BC124,5.6.13,COL_AM_POLLOS_0458,0.561724317,7.956878985,V153,V153,Forest,Forest,0,2
BC124,5.6.13,COL_AM_POLLOS_0459,0.589261987,9.068843269,V153,V153,Forest,Forest,0,2
BC124,5.6.13,COL_AM_POLLOS_0460,0.609929852,10.00462045,V153,V153,Forest,Forest,0,2
BC124,5.6.13,COL_AM_POLLOS_0461,0.488124535,9.543266027,V153,V153,Forest,Forest,0,2
BC124,5.6.13,COL_AM_POLLOS_0462,0.494426736,8.575434726,V153,V153,Forest,Forest,0,2
BP108,14.6.13,COL_AM_POLLOS_0463,0.396605786,12.130785,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0464,0.413949418,12.13309118,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0465,0.399154446,12.05933141,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0466,0.37173271,11.8191909,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0467,0.378398133,12.28371609,P67,V381,Urban,Forest,1,1
BP108,14.6.13,COL_AM_POLLOS_0468,0.306266267,12.17546715,P67,V381,Urban,Forest,1,1
BP41,12.5.13,COL_AM_POLLOS_0469,0.472849011,13.81318247,V219,V219,Forest,Forest,0,1
BP41,12.5.13,COL_AM_POLLOS_0470,0.43812286,11.92221643,V219,V219,Forest,Forest,0,1
BP41,12.5.13,COL_AM_POLLOS_0471,0.313445584,11.84582438,V219,V219,Forest,Forest,0,1
BP41,12.5.13,COL_AM_POLLOS_0472,0.427502225,10.81832702,V219,V219,Forest,Forest,0,1
BP41,12.5.13,COL_AM_POLLOS_0473,0.445956283,10.37172506,V219,V219,Forest,Forest,0,1
BP41,12.5.13,COL_AM_POLLOS_0474,0.427050904,10.88387737,V219,V219,Forest,Forest,0,1
BP20,12.6.13,COL_AM_POLLOS_0475,0.296737615,10.66369465,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0476,0.301626175,9.422041409,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0477,0.326017793,11.21227665,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0478,0.393513454,11.63694521,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0479,0.39606501,9.787561647,P48,V140,Urban,Forest,1,2
BP20,12.6.13,COL_AM_POLLOS_0480,0.364249154,11.16927472,P48,V140,Urban,Forest,1,2
BP19,12.6.13,COL_AM_POLLOS_0481,0.363683454,12.05996494,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0482,0.310563481,11.94690554,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0483,0.379729505,12.22566711,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0484,0.333784762,11.41166023,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0485,0.293052838,13.35475634,P48,V140,Urban,Forest,1,1
BP19,12.6.13,COL_AM_POLLOS_0486,0.319265263,12.08070388,P48,V140,Urban,Forest,1,1
BC282,12.6.13,COL_AM_POLLOS_0487,0.312850108,10.35489718,VP140,P48,Forest,Urban,1,2
BC282,12.6.13,COL_AM_POLLOS_0488,0.314005284,11.0402315,VP140,P48,Forest,Urban,1,2
BC282,12.6.13,COL_AM_POLLOS_0489,0.426898437,9.775054283,VP140,P48,Forest,Urban,1,2
BC282,12.6.13,COL_AM_POLLOS_0490,0.36752129,9.947453142,VP140,P48,Forest,Urban,1,2
BC282,12.6.13,COL_AM_POLLOS_0491,0.415941232,10.12433555,VP140,P48,Forest,Urban,1,2
BC282,12.6.13,COL_AM_POLLOS_0492,0.389410446,9.448949028,VP140,P48,Forest,Urban,1,2
BC281,12.6.13,COL_AM_POLLOS_0493,0.327235984,9.07897237,P48,P48,Urban,Urban,0,1
BC281,12.6.13,COL_AM_POLLOS_0494,0.423627662,8.166078165,P48,P48,Urban,Urban,0,1
BC281,12.6.13,COL_AM_POLLOS_0495,0.499485831,8.277149011,P48,P48,Urban,Urban,0,1
BC281,12.6.13,COL_AM_POLLOS_0496,0.503205467,9.063195247,P48,P48,Urban,Urban,0,1
BC281,12.6.13,COL_AM_POLLOS_0497,0.470102983,8.130171016,P48,P48,Urban,Urban,0,1
BC281,12.6.13,COL_AM_POLLOS_0498,0.410329544,9.75038934,P48,P48,Urban,Urban,0,1
BC153,7.6.13,COL_AM_POLLOS_0499,0.561333074,11.24692356,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0500,0.609147203,9.875012854,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0501,0.570618871,10.86217395,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0502,0.529340942,9.650312446,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0503,0.553656119,11.43638007,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0504,0.499007407,10.90350146,V148,V148,Forest,Forest,0,1
BC151,7.6.13,COL_AM_POLLOS_0505,0.593183611,10.0933429,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0506,0.65034503,9.03708409,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0507,0.645490289,9.060926134,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0508,0.644819448,9.285451884,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0509,0.558209309,9.015226279,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0510,0.563114168,9.891019066,S124,V148,Urban,Forest,1,1
BA81,11.6.13,COL_AM_POLLOS_0511,0.452642882,12.26089538,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0512,0.359101599,11.49347588,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0513,0.332770076,11.03864669,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0514,0.393332464,11.16612892,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0515,0.393352631,13.59091031,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0516,0.451305858,10.71907441,P138,P138,Urban,Urban,0,2
BC108,5.6.13,COL_AM_POLLOS_0517,0.531461866,10.93031898,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0518,0.598261612,11.80986684,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0519,0.563632382,11.13772224,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0520,0.528029704,11.90695175,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0521,0.509357665,10.99693988,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0522,0.500273052,11.01066551,V153,P55,Forest,Urban,1,2